1;1754937004;USDT;USDT;100.50;userA;userB;transferencia
1;1754937004;USDT;USDT;100.50;userA;userB;transferencia
1;1754937004;BTC;BTC;100.50;userA;userB;transferencia
1;1754937004;BTC;BTC;100.50;122;133;transferencia
1;1754937004;ETH;ETH;100.50;555;122;transferencia
1;1754937004;USDT;USDT;100.50;userA;userB;transferencia
1;1754937004;USDT;USDT;100.50;userA;userB;transferencia
1;1754937004;BTC;BTC;100.50;userA;userB;transferencia
1;1754937004;BTC;BTC;100.50;122;133;transferencia
1;1754937004;ETH;ETH;100.50;555;122;transferencia
